DB ID,Groups,Measure Title,Detail Measure - CTP,Short Definition - CTP,Long Definition - CTP,Operation Description - CTP,Exclusions - CTP,Availability - CTP,Sources - CTP,Footnotes - CTP,Format - CTP,Calculation - CTP,Variable - CTP,Unknown Expression 1 - CTP,Unknown Expression 2 - CTP,Allowable Tags - CTP,Expression 1 - CTP,Expression 2 - CTP,Filter Classes - CTP,Charging Stage - CTP,Date Stage - CTP,Felony / Misdemeanor - CTP,Include Standard Severities - CTP,Units - CTP,Numerator Description - CTP,Denominator Description - CTP,Related Measures - CTP
689,"Case Flow, Timeliness: 12
Case Flow Detail, Timeliness: 12",Median Time from Offense to Case Reception for Felonies,689,Offense to Case Reception,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the median number of days between when a felony offense took place and when the prosecutor's office received the case from law enforcement or directly from a citizen's complaint.,"Middle point of the distribution of days between offense and case reception across all felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysOffnsToRfrrl,,,"OK, MISSINGNESS, CALCULATION",,DysOffnsToRfrrl>-777 AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Day, Days",,,
693,"Case Flow Detail, Timeliness: 27",Average Time from Offense to Case Reception for Felonies,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the average number of days between when a felony offense took place and when the prosecutor's office received the case from law enforcement or directly from a citizen's complaint.,"Sum of the number of days between offense and case reception for felonies divided by total number of felonies received by the District Attorney's Office in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysOffnsToRfrrl,,,"OK, MISSINGNESS, CALCULATION",,DysOffnsToRfrrl>-777 AND TopRfrrdChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Referral,Referral,Felony,,"Day, Days",,,
801,"Case Flow, Timeliness: 3
Case Flow Detail, Timeliness: 3",Median Time from Case Reception to Charging,,Case Reception to Charging,This measure shows data on the median number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court for prosecution.,"Middle point of the distribution of days between case reception and charging across all cases filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,,,"Day, Days",,,
802,"Case Flow Detail, Timeliness: 18",Average Time from Case Reception to Charging,,,This measure shows data on the average number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court for prosecution.,"Sum of the number of days between case reception and charging divided by total number of cases filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,,,"Day, Days",,,
682,"Case Flow, Timeliness: 8
Case Flow Detail, Timeliness: 8",Median Time from Case Reception to Charging for Misdemeanors,682,Case Reception to Charging,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the median number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court with a misdemeanor(s),"Middle point of the distribution of days between case reception and charging across all misdemeanors filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,Misdemeanor,,"Day, Days",,,
686,"Case Flow Detail, Timeliness: 23",Average Time from Case Reception to Charging for Misdemeanors,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the average number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court with a misdemeanor(s).,"Sum of the number of days between case reception and charging for misdemeanors divided by total number of misdemeanors filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,Misdemeanor,,"Day, Days",,,
690,"Case Flow, Timeliness: 13
Case Flow Detail, Timeliness: 13",Median Time from Case Reception to Charging for Felonies,690,Case Reception to Charging,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the median number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court with a felony(s).,"Middle point of the distribution of days between case reception and charging across all felonies filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,Felony,,"Day, Days",,,
694,"Case Flow Detail, Timeliness: 28",Average Time from Case Reception to Charging for Felonies,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the average number of days between when the prosecutor's office received the case from law enforcement and when the office charged the defendant in court with a felony(s).,"Sum of the number of days between case reception and charging for felonies divided by total number of felonies filed in court for prosecution in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysRfrrlToFiling,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysRfrrlToFiling>-777 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Filing,Felony,,"Day, Days",,,
803,"Case Flow, Timeliness: 4
Case Flow Detail, Timeliness: 4",Median Time from Charging to Arraignment,,Charging to Arraignment,This measure shows data on the median number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Middle point of the distribution of days between charging and arraignment across all cases arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,,,"Day, Days",,,
804,"Case Flow Detail, Timeliness: 19",Average Time from Charging to Arraignment,,,This measure shows data on the average number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Sum of the number of days between charging and arraignment divided by total number of cases arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,,,"Day, Days",,,
683,"Case Flow, Timeliness: 9
Case Flow Detail, Timeliness: 9",Median Time from Charging to Arraignment for Misdemeanors,683,Charging to Arraignment,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the median number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Middle point of the distribution of days between charging and arraignment across all misdemeanors arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,Misdemeanor,,"Day, Days",,,
687,"Case Flow Detail, Timeliness: 24",Average Time from Charging to Arraignment for Misdemeanors,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the average number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Sum of the number of days between offense and arrest for misdemeanors divided by total number of misdemeanors arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777 AND TopFilingChrgFelMisd=0,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,Misdemeanor,,"Day, Days",,,
691,"Case Flow, Timeliness: 14
Case Flow Detail, Timeliness: 14",Median Time from Charging to Arraignment for Felonies,691,Charging to Arraignment,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the median number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Middle point of the distribution of days between charging and arraignment across all felonies arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,Felony,,"Day, Days",,,
695,"Case Flow Detail, Timeliness: 29",Average Time from Charging to Arraignment for Felonies,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the average number of days between when a defendant was charged in court for prosecution and when they were arraigned (or made their first court appearance).,"Sum of the number of days between offense and arrest for felonies divided by total number of felonies arraigned in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysFilingToIntApprnc,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysFilingToIntApprnc>-777 AND TopFilingChrgFelMisd=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Arraignment,Felony,,"Day, Days",,,
677,"Case Flow, Timeliness: 5
Case Flow Detail, Timeliness: 5",Median Time from Arraignment to Disposition,,Arraingment to Disposition,This measure shows data on the median number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Middle point of the distribution of days between arraignment and disposition across all cases resolved in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND CaseStatus=1 AND DysArrgnmtToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Day, Days",,,
678,"Case Flow Detail, Timeliness: 20",Average Time from Arraignment to Disposition,,,This measure shows data on the average number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Sum of the number of days between arraignment and disposition divided by total number of cases resolved in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND CaseStatus=1 AND DysFilingToClsr>-777,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Day, Days",,,
684,"Case Flow, Timeliness: 10
Case Flow Detail, Timeliness: 10",Median Time from Arraignment to Disposition for Misdemeanors,684,Arraignment to Disposition,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the median number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Middle point of the distribution of days between arraignment and disposition across all misdemeanors disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysArrgnmtToClsr>-777 AND TopFilingChrgFelMisd=0 AND CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Day, Days",,,
688,"Case Flow Detail, Timeliness: 25",Average Time from Arraignment to Disposition for Misdemeanors,,,Misdemeanors are low-level offenses punishable by a maximum of one year in county jail. This measure shows data on the average number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Sum of the number of days between offense and arrest for misdemeanors divided by total number of misdemeanors resolved in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysArrgnmtToClsr>-777 AND TopFilingChrgFelMisd=0 AND CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Misdemeanor,,"Day, Days",,,
692,"Case Flow, Timeliness: 15
Case Flow Detail, Timeliness: 15",Median Time from Arraignment to Disposition for Felonies,692,Arraignment to Disposition,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the median number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Middle point of the distribution of days between offense and arrest across all felonies resolved in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Median,MEDIAN,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysArrgnmtToClsr>-777 AND TopFilingChrgFelMisd=1 AND CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Day, Days",,,
696,"Case Flow Detail, Timeliness: 30",Average Time from Arraignment to Disposition for Felonies,,,Felonies are serious offenses punishable by prison or a maximum of death. This measure shows data on the average number of days between when a defendant was arraigned (or made their first court appearance) and when the case was disposed or resolved.,"Sum of the number of days between offense and arrest for felonies divided by total number of felonies resolved in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Average,AVERAGE,DysArrgnmtToClsr,,,"OK, MISSINGNESS, CALCULATION",,Prosecuted=1 AND DysArrgnmtToClsr>-777 AND TopFilingChrgFelMisd=1 AND CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,Felony,,"Day, Days",,,
936,"Case Flow, Timeliness: 16
",Cases with Failures to Appear in Court,937,Failure to Appear in Court,,"Sum of all cases in which the defendant failed to appear in court at least once and that were disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Quantity,COUNT,FTA,,,"OK, MISSINGNESS, CALCULATION",,FTA=1 AND CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",,,
937,"Case Flow Detail, Timeliness: 31",Percentage of Cases with Failures to Appear in Court,,,This measure shows data on the percentage of disposed cases in which the defendant failed to appear to at least one court hearing.,"Number of cases disposed in which the defendant had at least one failure to appear in court divided by total number of cases disposed in [Month, Year]",,"(1,2,3)CA113: AVAILABLE",(3)CA: [212],,Percentage,PERCENTAGE,FTA,,,"OK, MISSINGNESS, CALCULATION",FTA=1 AND CaseStatus=1,CaseStatus=1,"Unfiltered, Defendant Characteristics, Victim Characteristics, Case Characteristics",Filing,Disposition,,,"Case, Cases",Cases with FTAs,Cases Disposed,
